ping_vendor,pong_vendor,payload_bytes,run_idx,n,min_us,p50_us,p90_us,p99_us,p999_us,max_us,status
cyclone,cyclone,4096,4,2000,28.263,36.509,48.462,69.852,159.222,174.35,ok
cyclone,cyclone,4096,5,2000,30.027,37.271,53.181,73.308,168.359,218.684,ok
cyclone,fastdds,4096,1,2000,33.033,46.778,66.937,92.024,146.377,294.417,ok
cyclone,fastdds,4096,2,2000,34.345,47.5,63.41,100.701,166.796,399.597,ok
cyclone,fastdds,4096,3,2000,36.439,50.245,66.536,102.063,211.861,360.493,ok
cyclone,fastdds,4096,4,2000,32.732,49.033,71.024,94.969,243.14,1253.88,ok
cyclone,fastdds,4096,5,2000,32.101,49.253,67.958,95.1,191.262,254.011,ok
cyclone,rti,4096,1,2000,62.097,115.94,166.756,221.379,410.627,1290.62,ok
cyclone,rti,4096,2,2000,56.828,120.258,166.987,224.625,573.065,761.422,ok
cyclone,rti,4096,3,2000,59.322,123.173,149.473,192.705,263.569,275.802,ok
cyclone,rti,4096,4,2000,60.956,122.071,145.015,219.245,353.319,373.007,ok
cyclone,rti,4096,5,2000,53.792,122.391,144.785,202.163,310.078,1006.03,ok
cyclone,opendds,4096,1,2000,201.722,371.193,419.694,526.506,741.714,1522.15,ok
cyclone,opendds,4096,2,2000,191.122,373.557,440.714,553.718,878.624,1473.18,ok
cyclone,opendds,4096,3,2000,210.619,367.226,433.501,521.537,702.23,1176.34,ok
cyclone,opendds,4096,4,2000,222.07,368.447,438.681,549.711,797.6,963.685,ok
cyclone,opendds,4096,5,2000,202.443,377.114,445.264,530.224,634.792,720.734,ok
fastdds,zerodds,4096,1,2000,45.005,54.403,74.171,107.243,135.527,1084.54,ok
fastdds,zerodds,4096,2,2000,44.134,54.232,63.891,89.57,168.108,208.564,ok
fastdds,zerodds,4096,3,2000,45.416,57.309,69.321,99.689,150.044,229.094,ok
fastdds,zerodds,4096,4,2000,40.267,50.866,69.452,97.866,130.236,157.889,ok
fastdds,zerodds,4096,5,2000,43.533,54.904,71.796,101.382,126.94,158.521,ok
fastdds,cyclone,4096,1,2000,35.497,45.145,62.498,103.516,189.369,258.239,ok
fastdds,cyclone,4096,2,2000,27.802,46.117,64.933,108.556,188.597,257.718,ok
fastdds,cyclone,4096,3,2000,28.284,41.118,61.727,91.513,114.206,237.549,ok
fastdds,cyclone,4096,4,2000,29.606,46.437,57.078,82.126,155.665,194.618,ok
fastdds,cyclone,4096,5,2000,33.564,44.384,57.038,92.806,217.742,304.807,ok
fastdds,fastdds,4096,1,2000,30.508,38.342,55.335,68.61,85.412,137.63,ok
fastdds,fastdds,4096,2,2000,38.282,49.254,65.614,81.654,145.676,181.053,ok
fastdds,fastdds,4096,3,2000,35.127,45.255,61.918,88.318,174.501,655.872,ok
fastdds,fastdds,4096,4,2000,33.043,44.304,58.52,87.786,112.053,150.755,ok
fastdds,fastdds,4096,5,2000,31.419,42.811,61.567,79.511,139.815,489.166,ok
fastdds,rti,4096,1,2000,38.953,61.226,73.88,90.191,148.13,217.171,ok
fastdds,rti,4096,2,2000,34.585,48.872,65.815,93.698,262.216,1655.96,ok
fastdds,rti,4096,3,2000,36.93,48.031,61.928,96.343,241.177,281.493,ok
fastdds,rti,4096,4,2000,36.218,49.143,74.942,101.693,153.741,1069.63,ok
fastdds,rti,4096,5,2000,34.035,47.51,66.466,94.97,232.57,310.558,ok
fastdds,opendds,4096,1,2000,196.101,290.24,347.909,442.057,727.357,1260.6,ok
fastdds,opendds,4096,2,2000,194.058,281.633,357.406,468.778,663.506,1442.14,ok
fastdds,opendds,4096,3,2000,189.769,290.089,344.412,456.625,564.098,844.349,ok
fastdds,opendds,4096,4,2000,196.231,296.642,370.672,511.188,907.338,1066.44,ok
fastdds,opendds,4096,5,2000,186.363,287.545,363.238,483.656,652.145,838.077,ok
rti,zerodds,4096,1,2000,36.729,50.956,67.006,90.361,108.856,120.238,ok
rti,zerodds,4096,2,2000,36.98,47.871,69.191,108.486,191.993,225.186,ok
rti,zerodds,4096,3,2000,36.599,48.211,66.876,104.338,194.158,258.41,ok
rti,zerodds,4096,4,2000,38.974,50.396,65.033,93.227,191.473,226.078,ok
rti,zerodds,4096,5,2000,40.427,51.558,67.508,87.486,187.104,1338.89,ok
rti,cyclone,4096,1,2000,34.956,46.337,62.619,82.757,224.425,1054.03,ok
rti,cyclone,4096,2,2000,34.606,45.577,69.381,161.997,233.722,393.745,ok
rti,cyclone,4096,3,2000,32.09,48.982,71.425,121.109,207.052,358.318,ok
rti,cyclone,4096,4,2000,34.165,48.833,69.612,91.373,218.915,641.093,ok
rti,cyclone,4096,5,2000,34.505,51.167,71.946,114.487,274.88,289.177,ok
rti,fastdds,4096,1,2000,33.233,46.458,65.223,95.551,122.952,218.394,ok
rti,fastdds,4096,2,2000,33.934,49.644,70.604,91.062,187.716,2110.34,ok
rti,fastdds,4096,3,2000,38.473,44.144,59.172,89.119,173.439,499.085,ok
rti,fastdds,4096,4,2000,37.471,47.54,72.257,103.156,145.355,216.6,ok
rti,fastdds,4096,5,2000,37.13,53.862,74.04,89.76,146.107,174.591,ok
rti,rti,4096,1,2000,19.978,29.726,48.882,65.634,113.835,149.403,ok
rti,rti,4096,2,2000,22.573,27.933,41.739,61.506,105.089,265.493,ok
rti,rti,4096,3,2000,23.254,31.159,43.633,68.52,154.522,495.869,ok
rti,rti,4096,4,2000,19.947,33.594,49.193,63.921,133.764,830.272,ok
rti,rti,4096,5,2000,22.963,25.157,37.701,54.904,67.327,70.704,ok
rti,opendds,4096,1,0,,,,,,,timeout
rti,opendds,4096,2,0,,,,,,,timeout
rti,opendds,4096,3,0,,,,,,,timeout
rti,opendds,4096,4,0,,,,,,,timeout
rti,opendds,4096,5,0,,,,,,,timeout
opendds,zerodds,4096,1,2000,242.459,311.439,376.824,561.783,1165.81,1415.76,ok
opendds,zerodds,4096,2,2000,247.729,307.933,391.481,603.653,1272.26,1413.74,ok
opendds,zerodds,4096,3,2000,249.612,318.253,398.695,620.515,1279.86,1802.2,ok
opendds,zerodds,4096,4,2000,257.328,297.303,377.184,567.294,1391.06,1952.99,ok
opendds,zerodds,4096,5,2000,240.415,311.9,388.645,577.734,1083.67,1396.76,ok
opendds,cyclone,4096,1,2000,204.237,284.859,352.879,463.558,643.769,1035.36,ok
opendds,cyclone,4096,2,2000,206.441,274.359,349.592,467.044,1034.37,1318.45,ok
opendds,cyclone,4096,3,2000,205.359,287.214,362.416,510.376,2262.82,2356.83,ok
opendds,cyclone,4096,4,2000,209.617,278.708,346.296,424.875,535.795,813.359,ok
opendds,cyclone,4096,5,2000,205.259,289.779,349.101,437.008,575.57,1297.84,ok
opendds,fastdds,4096,1,2000,158.139,250.594,315.567,419.425,695.076,1247.41,ok
opendds,fastdds,4096,2,2000,174.68,245.535,306.2,401.11,547.346,1612.46,ok
opendds,fastdds,4096,3,2000,174.34,240.826,309.946,440.554,636.575,1532.69,ok
opendds,fastdds,4096,4,2000,170.633,244.232,308.875,607.64,1402.11,2132.13,ok
opendds,fastdds,4096,5,2000,164.651,244.854,317,485.529,849.589,1289.3,ok
opendds,rti,4096,1,0,,,,,,,timeout
opendds,rti,4096,2,0,,,,,,,timeout
opendds,rti,4096,3,0,,,,,,,timeout
opendds,rti,4096,4,0,,,,,,,timeout
opendds,rti,4096,5,0,,,,,,,timeout
opendds,opendds,4096,1,2000,290.38,361.304,462.195,733.519,970.577,1801.39,ok
opendds,opendds,4096,2,2000,285.17,362.096,456.595,722.738,986.758,1275.36,ok
opendds,opendds,4096,3,2000,298.615,372.886,463.227,717.167,974.875,1419.18,ok
opendds,opendds,4096,4,2000,293.546,358.308,457.456,722.528,1180.55,1487.16,ok
opendds,opendds,4096,5,2000,288.116,371.854,514.654,746.062,1277.74,2902.56,ok
zerodds,zerodds,4915,1,2000,26.88,29.416,48.893,67.508,77.657,93.156,ok
zerodds,zerodds,4915,2,2000,30.367,36.449,46.467,57.138,75.302,105.079,ok
zerodds,zerodds,4915,3,2000,26.901,34.926,49.814,72.818,102.304,191.042,ok
zerodds,zerodds,4915,4,2000,30.157,33.233,45.717,60.795,134.465,965.297,ok
zerodds,zerodds,4915,5,2000,30.267,44.494,47.3,67.318,112.443,130.357,ok
zerodds,cyclone,4915,1,2000,40.907,54.252,73.619,116.009,209.005,304.526,ok
zerodds,cyclone,4915,2,2000,40.467,52.349,73.328,109.016,207.673,224.766,ok
zerodds,cyclone,4915,3,2000,40.607,50.756,69.222,94.208,122.792,172.576,ok
zerodds,cyclone,4915,4,2000,40.667,55.374,70.032,98.095,202.614,205.008,ok
zerodds,cyclone,4915,5,2000,44.645,57.158,72.958,97.866,145.415,340.555,ok
zerodds,fastdds,4915,1,2000,47.29,68.39,91.393,113.244,178.598,190.179,ok
zerodds,fastdds,4915,2,2000,51.477,64.542,82.867,136.108,259.552,1421.38,ok
zerodds,fastdds,4915,3,2000,50.756,61.567,84.64,116.33,155.114,260.043,ok
zerodds,fastdds,4915,4,2000,51.808,67.768,87.846,122.882,849.849,1957.35,ok
zerodds,fastdds,4915,5,2000,51.077,66.015,91.113,135.216,360.032,1048.23,ok
zerodds,rti,4915,1,2000,44.123,62.739,85.682,126.841,232.209,261.214,ok
zerodds,rti,4915,2,2000,43.553,63.34,79.45,117.212,217.322,279.208,ok
zerodds,rti,4915,3,2000,44.134,55.125,85.542,115.258,266.254,332.389,ok
zerodds,rti,4915,4,2000,45.065,59.682,81.875,130.317,297.483,777.071,ok
zerodds,rti,4915,5,2000,43.623,61.347,78.759,121.741,283.747,370.621,ok
zerodds,opendds,4915,1,2000,267.977,305.779,359.02,634.611,1331.36,1865.12,ok
zerodds,opendds,4915,2,2000,264.881,300.008,373.898,632.728,1466.19,1531.26,ok
zerodds,opendds,4915,3,2000,267.065,306.279,395.528,624.162,1326.8,1555.69,ok
zerodds,opendds,4915,4,2000,269.33,305.899,342.648,569.428,1363.93,1485.5,ok
zerodds,opendds,4915,5,2000,260.292,302.633,387.934,617.839,1319.7,1941.63,ok
cyclone,zerodds,4915,1,2000,36.199,47.72,67.558,89.339,111.561,144.734,ok
cyclone,zerodds,4915,2,2000,35.968,44.264,53.241,78.98,109.658,191.392,ok
cyclone,zerodds,4915,3,2000,39.084,47.2,64.913,88.978,124.275,320.797,ok
cyclone,zerodds,4915,4,2000,38.954,48.111,64.923,85.241,120.528,338.2,ok
cyclone,zerodds,4915,5,2000,35.998,44.234,59.522,89.81,110.139,172.486,ok
cyclone,cyclone,4915,1,2000,31.119,38.072,55.215,78.168,95.12,121.079,ok
cyclone,cyclone,4915,2,2000,26.741,36.86,54.343,71.255,113.064,178.838,ok
cyclone,cyclone,4915,3,2000,26.5,37.881,55.044,73.509,94.87,141.047,ok
cyclone,cyclone,4915,4,2000,31.009,53.14,55.735,79.029,190.701,541.074,ok
cyclone,cyclone,4915,5,2000,28.334,38.904,54.724,83.217,161.616,267.105,ok
cyclone,fastdds,4915,1,2000,38.262,51.317,72.347,96.843,139.013,1325.14,ok
cyclone,fastdds,4915,2,2000,36.799,51.227,64.402,98.055,178.237,824.029,ok
cyclone,fastdds,4915,3,2000,33.594,49.063,68.55,88.197,108.395,148.831,ok
cyclone,fastdds,4915,4,2000,34.806,60.685,72.427,90.351,134.074,215.929,ok
cyclone,fastdds,4915,5,2000,36.529,57.088,71.035,89.94,127.571,235.646,ok
cyclone,rti,4915,1,2000,54.072,148.651,205.218,256.376,370.15,1397.8,ok
cyclone,rti,4915,2,2000,63.651,148.812,192.885,250.454,351.164,562.655,ok
cyclone,rti,4915,3,2000,96.493,148.471,190.711,247.318,275.572,408.634,ok
cyclone,rti,4915,4,2000,53.702,150.945,186.613,257.928,379.098,790.597,ok
cyclone,rti,4915,5,2000,68.219,153.35,204.256,251.496,426.888,807.187,ok
cyclone,opendds,4915,1,2000,244.643,407.801,482.984,666.903,902.167,967.903,ok
cyclone,opendds,4915,2,2000,201.341,403.003,494.075,629.762,782.863,17178,ok
cyclone,opendds,4915,3,2000,258.279,406.078,495.277,642.035,905.684,15353.6,ok
cyclone,opendds,4915,4,2000,213.985,393.815,457.125,526.337,686.129,729.751,ok
cyclone,opendds,4915,5,2000,223.774,404.165,460.963,575.89,735.963,815.153,ok
fastdds,zerodds,4915,1,2000,40.006,50.456,68.59,91.012,111.14,149.574,ok
fastdds,zerodds,4915,2,2000,46.999,59.022,68.58,102.965,140.136,191.412,ok
fastdds,zerodds,4915,3,2000,40.065,54.904,78.238,107.654,201.17,262.547,ok
fastdds,zerodds,4915,4,2000,40.366,53.391,73.038,110.9,238.311,1127.66,ok
fastdds,zerodds,4915,5,2000,44.674,53.021,68.509,105.069,218.173,573.165,ok
fastdds,cyclone,4915,1,2000,37.421,46.468,60.545,97.935,225.096,252.147,ok
fastdds,cyclone,4915,2,2000,34.916,46.909,66.035,113.655,286.372,637.577,ok
fastdds,cyclone,4915,3,2000,28.394,44.424,61.997,96.052,196.662,377.505,ok
fastdds,cyclone,4915,4,2000,27.793,45.406,55.265,85.692,185.912,1250.59,ok
fastdds,cyclone,4915,5,2000,30.347,43.602,63.71,87.065,136.869,246.617,ok
fastdds,fastdds,4915,1,2000,36.499,53.041,64.963,96.523,165.453,276.454,ok
fastdds,fastdds,4915,2,2000,35.437,47.039,67.588,98.035,208.324,712.319,ok
fastdds,fastdds,4915,3,2000,35.838,55.325,63.571,105.209,234.313,1695.56,ok
fastdds,fastdds,4915,4,2000,36.75,44.144,64.652,94.418,128.463,963.624,ok
fastdds,fastdds,4915,5,2000,39.134,44.174,65.905,98.607,175.402,230.777,ok
fastdds,rti,4915,1,2000,36.92,50.496,66.556,92.896,131.859,635.332,ok
fastdds,rti,4915,2,2000,33.754,41.488,71.556,91.543,204.106,318.463,ok
fastdds,rti,4915,3,2000,35.877,50.535,72.778,95.521,231.087,381.412,ok
fastdds,rti,4915,4,2000,37.381,50.465,70.223,104.939,253.019,653.336,ok
fastdds,rti,4915,5,2000,37.862,47.631,57.94,89.81,231.769,1617.37,ok
fastdds,opendds,4915,1,2000,186.082,289.629,366.815,531.256,905.033,1558.16,ok
fastdds,opendds,4915,2,2000,187.966,293.566,383.146,485.279,639.791,679.416,ok
fastdds,opendds,4915,3,2000,175.753,285.961,342.678,434.343,618.431,843.798,ok
fastdds,opendds,4915,4,2000,189.209,275.332,342.519,431.327,584.016,690.899,ok
fastdds,opendds,4915,5,2000,181.975,290.981,359.02,483.636,665.23,793.021,ok
rti,zerodds,4915,1,2000,41.299,48.311,61.626,89.189,162.278,209.256,ok
rti,zerodds,4915,2,2000,40.607,51.137,66.526,84.239,128.413,161.165,ok
rti,zerodds,4915,3,2000,37.962,51.217,67.918,94.318,124.947,238.251,ok
rti,zerodds,4915,4,2000,40.006,47.24,64.251,77.236,110.81,180.342,ok
rti,zerodds,4915,5,2000,40.918,50.276,70.053,101.372,174.34,278.207,ok
rti,cyclone,4915,1,2000,36.329,47.129,68.71,96.132,245.885,423.753,ok
rti,cyclone,4915,2,2000,36.258,52.7,74.692,103.315,238.031,296.111,ok
rti,cyclone,4915,3,2000,36.73,49.774,74.451,126.219,288.166,407.271,ok
rti,cyclone,4915,4,2000,34.695,50.786,70.133,94.358,193.927,223.864,ok
rti,cyclone,4915,5,2000,35.708,50.365,68.269,86.935,296.752,552.907,ok
rti,fastdds,4915,1,2000,42.551,48.813,73.308,90.942,150.264,238.251,ok
rti,fastdds,4915,2,2000,33.874,49.554,68.82,86.404,105.629,109.166,ok
rti,fastdds,4915,3,2000,41.779,48.182,75.163,99.608,171.605,722.869,ok
rti,fastdds,4915,4,2000,40.055,49.754,77.527,116.791,390.529,914.411,ok
rti,fastdds,4915,5,2000,40.086,45.787,51.407,69.141,119.326,517.921,ok
rti,rti,4915,1,2000,23.615,30.859,50.145,71.014,210.138,372.315,ok
rti,rti,4915,2,2000,20.208,30.758,49.624,63.279,93.587,128.363,ok
rti,rti,4915,3,2000,20.048,30.258,46.899,60.885,107.574,113.204,ok
rti,rti,4915,4,2000,22.733,30.448,49.844,64.703,84.069,115.469,ok
rti,rti,4915,5,2000,20.018,33.093,49.834,67.638,92.726,102.914,ok
rti,opendds,4915,1,0,,,,,,,timeout
rti,opendds,4915,2,0,,,,,,,timeout
rti,opendds,4915,3,0,,,,,,,timeout
rti,opendds,4915,4,0,,,,,,,timeout
rti,opendds,4915,5,0,,,,,,,timeout
opendds,zerodds,4915,1,2000,238.221,305.529,398.374,564.008,1284.16,1571.12,ok
opendds,zerodds,4915,2,2000,257.738,319.374,425.446,677.333,1356.27,1390.61,ok
opendds,zerodds,4915,3,2000,247.348,311.239,376.303,543.198,1445.47,1791.8,ok
opendds,zerodds,4915,4,2000,244.112,314.886,390.149,577.564,1373.66,1696.85,ok
opendds,zerodds,4915,5,2000,255.093,314.686,397.834,550.101,1507.42,1738.21,ok
opendds,cyclone,4915,1,2000,237.5,304.727,376.764,493.004,745.19,1254.29,ok
opendds,cyclone,4915,2,2000,230.606,299.827,346.887,416.449,581.471,1120.43,ok
opendds,cyclone,4915,3,2000,231.628,289.428,359.651,427.559,603.553,1296.23,ok
opendds,cyclone,4915,4,2000,236.718,302.062,365.722,504.345,691.619,1397.83,ok
opendds,cyclone,4915,5,2000,231.669,302.372,357.788,444.02,577.613,871.791,ok
opendds,fastdds,4915,1,2000,157.138,236.368,309.846,435.584,847.535,1138.93,ok
opendds,fastdds,4915,2,2000,173.358,239.463,298.535,422.671,902.789,1315.18,ok
opendds,fastdds,4915,3,2000,159.242,243.201,307.693,426.838,873.775,1025.26,ok
opendds,fastdds,4915,4,2000,178.538,231.738,326.448,421.939,999.663,2003.39,ok
opendds,fastdds,4915,5,2000,176.755,242.018,305.499,387.023,759.909,920.503,ok
opendds,rti,4915,1,0,,,,,,,timeout
opendds,rti,4915,2,0,,,,,,,timeout
opendds,rti,4915,3,0,,,,,,,timeout
opendds,rti,4915,4,0,,,,,,,timeout
opendds,rti,4915,5,0,,,,,,,timeout
opendds,opendds,4915,1,2000,302.954,378.887,458.047,706.628,806.347,1970.06,ok
opendds,opendds,4915,2,2000,291.392,374.218,481.452,654.429,981.078,1027.07,ok
opendds,opendds,4915,3,2000,303.665,382.554,466.273,663.817,938.077,17225.1,ok
opendds,opendds,4915,4,2000,300.77,362.046,441.637,694.966,967.332,2282.64,ok
opendds,opendds,4915,5,2000,302.713,370.893,473.286,762.604,1304.61,2143.74,ok
zerodds,zerodds,5734,1,2000,27.422,34.105,46.268,56.727,83.438,108.876,ok
zerodds,zerodds,5734,2,2000,27.292,35.517,49.173,69.411,98.156,202.053,ok
zerodds,zerodds,5734,3,2000,29.436,31.921,43.052,60.705,94.318,168.92,ok
zerodds,zerodds,5734,4,2000,27.212,31.37,42.761,64.072,84.46,129.114,ok
zerodds,zerodds,5734,5,2000,27.612,40.978,47.891,72.137,146.287,1177.62,ok
zerodds,cyclone,5734,1,2000,50.335,57.75,78.819,120.478,220.979,412.611,ok
zerodds,cyclone,5734,2,2000,49.784,58.561,79.941,114.217,194.077,257.798,ok
zerodds,cyclone,5734,3,2000,50.435,71.645,81.063,120.187,212.953,264.161,ok
zerodds,cyclone,5734,4,2000,46.939,65.053,80.983,115.559,252.528,591.129,ok
zerodds,cyclone,5734,5,2000,45.847,60.515,75.402,97.986,177.836,182.906,ok
zerodds,fastdds,5734,1,2000,52.349,66.055,84.68,118.945,254.843,1409.86,ok
zerodds,fastdds,5734,2,2000,57.248,65.894,93.016,158.901,579.638,1038.2,ok
zerodds,fastdds,5734,3,2000,52.619,71.485,99.358,148.742,243.711,1146.01,ok
zerodds,fastdds,5734,4,2000,57.669,71.635,92.886,135.897,236.277,960.037,ok
zerodds,fastdds,5734,5,2000,57.189,66.096,80.082,104.849,152.419,514.925,ok
zerodds,rti,5734,1,2000,48.652,78.278,94.228,145.255,572.454,2993.59,ok
zerodds,rti,5734,2,2000,51.788,67.778,85.132,111.762,266.865,298.956,ok
zerodds,rti,5734,3,2000,52.089,67.147,86.664,122.282,249.743,256.245,ok
zerodds,rti,5734,4,2000,52.069,68.63,86.083,102.083,170.923,331.337,ok
zerodds,rti,5734,5,2000,49.675,64.402,87.756,128.753,277.656,925.532,ok
zerodds,opendds,5734,1,2000,283.477,320.006,394.326,636.665,1336.65,1414.11,ok
zerodds,opendds,5734,2,2000,297.945,338.912,426.387,664.378,1607.81,1714.16,ok
zerodds,opendds,5734,3,2000,293.185,338.922,442.608,734.441,1429.13,1592.93,ok
zerodds,opendds,5734,4,2000,294.228,335.315,426.167,735.693,1421.87,1613.51,ok
zerodds,opendds,5734,5,2000,294.087,333.06,399.567,707.589,1393.17,1726.79,ok
cyclone,zerodds,5734,1,2000,44.455,53.582,64.232,90.351,109.638,137.861,ok
cyclone,zerodds,5734,2,2000,41.037,55.475,77.026,109.968,145.476,171.054,ok
cyclone,zerodds,5734,3,2000,44.333,56.167,69.472,98.496,129.345,134.284,ok
cyclone,zerodds,5734,4,2000,40.296,52.92,72.147,101.141,121.65,145.275,ok
cyclone,zerodds,5734,5,2000,43.733,51.357,61.497,95.19,205.95,352.117,ok
cyclone,cyclone,5734,1,2000,26.44,35.528,46.298,64.232,93.447,248.812,ok
cyclone,cyclone,5734,2,2000,31.009,53.401,55.916,79.56,181.464,207.754,ok
cyclone,cyclone,5734,3,2000,26.6,33.543,44.564,66.135,110.94,185.371,ok
cyclone,cyclone,5734,4,2000,26.661,38.042,45.025,74.321,185.782,394.157,ok
cyclone,cyclone,5734,5,2000,30.297,37.29,54.253,72.798,91.574,109.788,ok
cyclone,fastdds,5734,1,2000,34.124,48.222,68.63,95.351,208.535,412.061,ok
cyclone,fastdds,5734,2,2000,40.597,55.526,69.632,84.029,112.523,279.219,ok
cyclone,fastdds,5734,3,2000,33.925,46.669,60.615,89.88,162.638,237.159,ok
cyclone,fastdds,5734,4,2000,35.067,54.844,72.407,99.619,195.841,229.204,ok
cyclone,fastdds,5734,5,2000,34.746,53.582,74.882,98.847,320.457,617.82,ok
cyclone,rti,5734,1,2000,67.067,153.29,183.929,269.3,495.609,530.514,ok
cyclone,rti,5734,2,2000,53.772,155.665,207.303,262.016,336.267,465.241,ok
cyclone,rti,5734,3,2000,69.722,150.735,202.924,257.648,459.49,686.21,ok
cyclone,rti,5734,4,2000,65.785,156.376,180.682,343.601,443.821,660.27,ok
cyclone,rti,5734,5,2000,44.534,152.989,189.449,261.125,353.329,1040.97,ok
cyclone,opendds,5734,1,2000,180.011,402.072,480.63,646.854,1333.09,16157.4,ok
cyclone,opendds,5734,2,2000,251.817,408.213,470.241,572.825,926.575,1658.26,ok
cyclone,opendds,5734,3,2000,273.208,404.716,481.422,588.414,728.48,885.837,ok
cyclone,opendds,5734,4,2000,205.689,406.069,502.382,737.637,1627.96,14277,ok
cyclone,opendds,5734,5,2000,202.073,395.218,503.934,686.781,914.722,18878.2,ok
fastdds,zerodds,5734,1,2000,42.791,61.487,83.207,110.62,166.786,271.665,ok
fastdds,zerodds,5734,2,2000,50.505,63.61,82.987,124.917,560.651,1097.39,ok
fastdds,zerodds,5734,3,2000,48.571,62.919,77.447,117.803,186.793,575.339,ok
fastdds,zerodds,5734,4,2000,51.928,63.87,79.159,118.565,202.473,1091.54,ok
fastdds,zerodds,5734,5,2000,50.626,64.883,81.575,123.414,253.48,821.716,ok
fastdds,cyclone,5734,1,2000,28.765,44.995,62.849,93.327,173.208,256.877,ok
fastdds,cyclone,5734,2,2000,27.682,44.775,60.134,82.556,165.553,219.596,ok
fastdds,cyclone,5734,3,2000,28.103,45.686,61.847,83.919,101.853,136.318,ok
fastdds,cyclone,5734,4,2000,35.738,43.532,57.489,75.012,92.325,453.899,ok
fastdds,cyclone,5734,5,2000,33.944,44.474,60.985,93.547,204.647,380.42,ok
fastdds,fastdds,5734,1,2000,33.834,44.304,60.614,94.158,196.211,821.155,ok
fastdds,fastdds,5734,2,2000,37.491,49.504,68.66,91.353,100.45,179.319,ok
fastdds,fastdds,5734,3,2000,37.511,46.668,63.73,80.753,126.94,171.785,ok
fastdds,fastdds,5734,4,2000,37.2,53.121,63.531,100.931,257.057,849.699,ok
fastdds,fastdds,5734,5,2000,37.28,49.714,64.953,94.669,256.525,533.86,ok
fastdds,rti,5734,1,2000,37.441,49.704,69.261,100.21,196.702,232.55,ok
fastdds,rti,5734,2,2000,40.436,49.344,71.596,86.924,160.314,188.436,ok
fastdds,rti,5734,3,2000,37.651,42.872,60.324,82.857,244.924,332.089,ok
fastdds,rti,5734,4,2000,34.605,51.207,76.585,102.353,675.769,1002.72,ok
fastdds,rti,5734,5,2000,37.02,50.606,71.204,102.414,126.89,169.501,ok
fastdds,opendds,5734,1,2000,185.09,294.738,366.354,491.781,753.086,861.672,ok
fastdds,opendds,5734,2,2000,203.676,299.527,381.583,497.752,677.693,704.745,ok
fastdds,opendds,5734,3,2000,186.564,297.213,380.511,491.281,683.264,1030.59,ok
fastdds,opendds,5734,4,2000,202.483,283.897,357.817,449.651,657.264,739.741,ok
fastdds,opendds,5734,5,2000,199.698,294.748,381.041,544.151,1625.6,1972.72,ok
rti,zerodds,5734,1,2000,43.252,57.789,74,98.286,258.078,847.645,ok
rti,zerodds,5734,2,2000,44.785,58.55,76.525,101.382,179.74,187.755,ok
rti,zerodds,5734,3,2000,42.911,58.981,80.683,106.592,151.747,201.341,ok
rti,zerodds,5734,4,2000,42.109,55.545,69.071,92.796,113.104,782.502,ok
rti,zerodds,5734,5,2000,50.726,65.724,79.551,96.433,158.32,225.467,ok
rti,cyclone,5734,1,2000,36.459,53.902,77.446,96.783,212.102,240.987,ok
rti,cyclone,5734,2,2000,33.684,45.616,68.5,119.426,284.559,376.763,ok
rti,cyclone,5734,3,2000,37.321,52.84,71.856,104.718,235.937,274.5,ok
rti,cyclone,5734,4,2000,36.91,49.684,67.779,91.413,212.803,478.336,ok
rti,cyclone,5734,5,2000,36.579,50.616,72.597,104.618,322.16,340.826,ok
rti,fastdds,5734,1,2000,34.405,50.315,74.751,99.068,146.468,635.864,ok
rti,fastdds,5734,2,2000,39.294,48.632,74.481,97.074,164.692,511.809,ok
rti,fastdds,5734,3,2000,39.976,45.776,68.951,92.926,142.219,167.648,ok
rti,fastdds,5734,4,2000,37.762,50.114,68.119,98.005,191.964,335.335,ok
rti,fastdds,5734,5,2000,38.844,52.77,73.669,102.715,223.914,355.213,ok
rti,rti,5734,1,2000,24.998,28.024,40.607,61.727,154.883,1289.67,ok
rti,rti,5734,2,2000,23.364,35.377,49.844,64.151,115.679,146.538,ok
rti,rti,5734,3,2000,23.665,49.684,52.269,65.103,132.451,160.364,ok
rti,rti,5734,4,2000,24.195,31.6,40.367,64.532,111.14,160.103,ok
rti,rti,5734,5,2000,23.274,26.8,44.875,66.656,201.772,209.737,ok
rti,opendds,5734,1,0,,,,,,,timeout
rti,opendds,5734,2,0,,,,,,,timeout
rti,opendds,5734,3,0,,,,,,,timeout
rti,opendds,5734,4,0,,,,,,,timeout
rti,opendds,5734,5,0,,,,,,,timeout
opendds,zerodds,5734,1,2000,278.607,347.909,441.125,615.135,1280,1582.5,ok
opendds,zerodds,5734,2,2000,270.001,340.755,425.876,671.562,1278.7,1456.74,ok
opendds,zerodds,5734,3,2000,270.753,343.711,436.296,638.409,1260.21,2787.75,ok
opendds,zerodds,5734,4,2000,287.274,348.029,449.782,734.611,1352.53,1683.33,ok
opendds,zerodds,5734,5,2000,285.2,343.14,433.53,680.99,1281.6,1943.65,ok
opendds,cyclone,5734,1,2000,232.009,291.402,366.695,473.056,575.049,2270.3,ok
opendds,cyclone,5734,2,2000,226.67,298.555,360.753,444.191,908.13,1279.26,ok
opendds,cyclone,5734,3,2000,231.519,299.036,368.507,454.531,544.511,593.134,ok
opendds,cyclone,5734,4,2000,241.457,303.545,379.699,471.302,815.514,1862.15,ok
